country,area,vessel,gear,rigging,door,year,month,day,haul_number,codend_closing,shooting_time,shooting_quadrant,shooting_latitude,shooting_longitude,shooting_depth,hauling_time,hauling_quadrant,hauling_latitude,hauling_longitude,hauling_depth,hauling_duration,validity,course,recorded_species,distance,vertical_opening,wing_opening,geometrical_precision,bridles_length,warp_length,warp_diameter,hydrological_station,observations,type_of_file,bottom_temperature_beginning,bottom_temperature_end,measuring_system_temp,number_of_the_stratum,part_of_the_codend,name_of_survey,bottom_salinity_beginning,bottom_salinity_end,measuring_system_sal
ITA,16,SAN,GOC73,GC73,WHS8,2015,6,26,3.0000,S,1007.0000,1,3731.2700,1241.7000,45.0000,1037.0000,1,3731.5300,1243.5200,42.0000,30.0000,V,R,3,2732.0000,22.0000,156.0000,E,100.0000,350.0000,14.0000,0,0,TA,15.0600,15.0300,SA,13411.0000,S,MEDITS,-1.0000,-1.0000,NA
ITA,16,SAN,GOC73,GC73,WHS8,2015,6,26,4.0000,S,1137.0000,1,3727.4200,1248.7900,85.0000,1207.0000,1,3726.2400,1249.9200,89.0000,30.0000,V,R,3,2778.0000,22.0000,167.0000,E,100.0000,550.0000,14.0000,0,0,TA,15.0900,15.0900,SA,13412.0000,S,MEDITS,-1.0000,-1.0000,NA
ITA,16,SAN,GOC73,GC73,WHS8,2015,6,26,5.0000,S,1308.0000,1,3727.3500,1255.6800,57.0000,1338.0000,1,3728.5700,1254.5300,52.0000,30.0000,V,R,3,2685.0000,22.0000,162.0000,E,100.0000,450.0000,14.0000,0,0,TA,15.1200,15.0900,SA,13412.0000,S,MEDITS,-1.0000,-1.0000,NA
ITA,16,SAN,GOC73,GC73,WHS8,2015,6,26,6.0000,S,1428.0000,1,3732.1700,1251.9800,35.0000,1458.0000,1,3732.9500,1250.3900,32.0000,30.0000,V,R,3,2732.0000,22.0000,156.0000,E,100.0000,350.0000,14.0000,0,0,TA,15.2800,15.2500,SA,13411.0000,S,MEDITS,-1.0000,-1.0000,NA
ITA,16,SAN,GOC73,GC73,WHS8,2015,6,27,7.0000,S,301.0000,1,3714.5900,1328.3500,35.0000,331.0000,1,3715.4400,1326.7300,35.0000,30.0000,V,R,3,2824.0000,22.0000,156.0000,E,100.0000,350.0000,14.0000,0,0,TA,16.1000,15.6100,SA,13411.0000,S,MEDITS,-1.0000,-1.0000,NA
ITA,16,SAN,GOC73,GC73,WHS8,2015,6,27,8.0000,S,407.0000,1,3715.4400,1324.3200,44.0000,437.0000,1,3716.0400,1322.6400,47.0000,30.0000,V,R,3,2685.0000,22.0000,156.0000,E,100.0000,350.0000,14.0000,0,0,TA,16.1000,15.6100,SA,13411.0000,S,MEDITS,-1.0000,-1.0000,NA
ITA,16,SAN,GOC73,GC73,WHS8,2015,6,27,9.0000,S,551.0000,1,3715.3000,1315.2300,137.0000,621.0000,1,3713.8000,1315.3900,207.0000,30.0000,V,R,3,2685.0000,22.0000,169.0000,E,100.0000,600.0000,14.0000,0,0,TA,15.4300,14.9700,SA,13413.0000,S,MEDITS,-1.0000,-1.0000,NA
ITA,16,SAN,GOC73,GC73,WHS8,2015,6,27,10.0000,S,728.0000,1,3711.3800,1321.8900,116.0000,758.0000,1,3710.4400,1323.3900,108.0000,30.0000,V,R,3,2732.0000,22.0000,169.0000,E,100.0000,600.0000,14.0000,0,0,TA,15.0900,15.0900,SA,13413.0000,S,MEDITS,-1.0000,-1.0000,NA
ITA,16,SAN,GOC73,GC73,WHS8,2015,6,27,11.0000,S,912.0000,1,3708.6100,1325.5200,113.0000,942.0000,1,3708.0300,1327.1700,102.0000,30.0000,V,R,3,2685.0000,22.0000,169.0000,E,100.0000,600.0000,14.0000,0,0,TA,15.0900,15.0900,SA,13413.0000,S,MEDITS,-1.0000,-1.0000,NA
ITA,16,SAN,GOC73,GC73,WHS8,2015,6,27,13.0000,S,1408.0000,1,3702.2100,1323.5800,607.0000,1508.0000,1,3701.4100,1326.5300,613.0000,60.0000,V,R,3,5556.0000,22.0000,185.0000,E,150.0000,1800.0000,14.0000,0,0,TA,14.1700,14.1700,SA,13415.0000,S,MEDITS,-1.0000,-1.0000,NA
ITA,16,SAN,GOC73,GC73,WHS8,2015,6,28,16.0000,S,547.0000,1,3648.4200,1323.6000,349.0000,637.0000,1,3646.0700,1322.3400,301.0000,50.0000,V,R,3,4476.0000,22.0000,183.0000,E,150.0000,1300.0000,14.0000,0,0,TA,14.3800,14.8500,SA,13414.0000,S,MEDITS,-1.0000,-1.0000,NA
ITA,16,SAN,GOC73,GC73,WHS8,2015,6,28,18.0000,S,945.0000,1,3643.0600,1319.1600,593.0000,1030.0000,1,3644.7600,1317.5300,643.0000,45.0000,V,R,3,3959.0000,22.0000,185.0000,E,150.0000,1900.0000,14.0000,0,0,TA,14.1700,14.1700,SA,13415.0000,S,MEDITS,-1.0000,-1.0000,NA
ITA,16,SAN,GOC73,GC73,WHS8,2015,6,28,19.0000,S,1151.0000,1,3643.2700,1318.3900,576.0000,1236.0000,1,3645.0000,1316.7300,654.0000,45.0000,V,R,3,4028.0000,22.0000,185.0000,E,150.0000,1900.0000,14.0000,0,0,TA,14.2300,14.1400,SA,13415.0000,S,MEDITS,-1.0000,-1.0000,NA
ITA,16,SAN,GOC73,GC73,WHS8,2015,6,28,20.0000,S,1431.0000,1,3637.4600,1319.3100,534.0000,1531.0000,1,3636.3200,1322.6100,502.0000,60.0000,V,R,3,5371.0000,22.0000,185.0000,E,150.0000,1700.0000,14.0000,0,0,TA,14.3900,14.4500,SA,13415.0000,S,MEDITS,-1.0000,-1.0000,NA
ITA,16,SAN,GOC73,GC73,WHS8,2015,6,29,21.0000,S,311.0000,1,3533.3100,1310.5300,427.0000,411.0000,1,3535.0400,1313.4700,448.0000,60.0000,V,R,3,5371.0000,22.0000,184.0000,E,150.0000,1500.0000,14.0000,0,0,TA,14.1100,14.1100,SA,13414.0000,S,MEDITS,-1.0000,-1.0000,NA
ITA,16,SAN,GOC73,GC73,WHS8,2015,6,29,22.0000,S,534.0000,1,3536.4600,1317.8900,514.0000,634.0000,1,3535.6100,1321.3500,592.0000,60.0000,V,R,3,5371.0000,22.0000,185.0000,E,150.0000,1800.0000,14.0000,0,0,TA,14.1700,14.0800,SA,13415.0000,S,MEDITS,-1.0000,-1.0000,NA
ITA,16,SAN,GOC73,GC73,WHS8,2015,6,29,23.0000,S,753.0000,1,3535.6100,1321.3700,593.0000,853.0000,1,3533.9200,1324.0500,604.0000,60.0000,V,R,3,5463.0000,22.0000,185.0000,E,150.0000,1900.0000,14.0000,0,0,TA,14.0500,14.0200,SA,13415.0000,S,MEDITS,-1.0000,-1.0000,NA
ITA,16,SAN,GOC73,GC73,WHS8,2015,6,29,24.0000,S,1011.0000,1,3531.4000,1322.2900,503.0000,1111.0000,1,3529.3000,1324.8200,451.0000,60.0000,V,R,3,5556.0000,22.0000,185.0000,E,150.0000,1700.0000,14.0000,0,0,TA,14.0500,14.1100,SA,13414.0000,S,MEDITS,-1.0000,-1.0000,NA
ITA,16,SAN,GOC73,GC73,WHS8,2015,6,29,25.0000,S,1213.0000,1,3529.2100,1321.8700,427.0000,1313.0000,1,3527.4600,1318.8500,374.0000,60.0000,V,R,3,5463.0000,22.0000,184.0000,E,150.0000,1500.0000,14.0000,0,0,TA,14.1100,14.1700,SA,13414.0000,S,MEDITS,-1.0000,-1.0000,NA
ITA,16,SAN,GOC73,GC73,WHS8,2015,6,29,26.0000,S,1428.0000,1,3526.6800,1316.3900,366.0000,1528.0000,1,3523.7900,1316.5100,367.0000,60.0000,V,R,3,5371.0000,22.0000,184.0000,E,150.0000,1500.0000,14.0000,0,0,TA,14.1100,14.1400,SA,13414.0000,S,MEDITS,-1.0000,-1.0000,NA
ITA,16,SAN,GOC73,GC73,WHS8,2015,6,30,27.0000,S,325.0000,1,3551.1300,1326.8900,731.0000,425.0000,1,3551.4700,1323.4400,706.0000,60.0000,V,R,3,5278.0000,22.0000,186.0000,E,150.0000,2050.0000,14.0000,0,0,TA,14.0500,14.0500,SA,13415.0000,S,MEDITS,-1.0000,-1.0000,NA
ITA,16,SAN,GOC73,GC73,WHS8,2015,6,30,28.0000,S,710.0000,1,3557.2900,1317.7200,631.0000,810.0000,1,3600.1800,1317.2000,604.0000,60.0000,V,R,3,5371.0000,22.0000,185.0000,E,150.0000,1900.0000,14.0000,0,0,TA,14.0800,14.0500,SA,13415.0000,S,MEDITS,-1.0000,-1.0000,NA
ITA,16,SAN,GOC73,GC73,WHS8,2015,6,30,29.0000,S,956.0000,1,3602.4000,1321.6200,665.0000,1056.0000,1,3559.6600,1322.7900,637.0000,60.0000,V,R,3,5278.0000,22.0000,186.0000,E,150.0000,2000.0000,14.0000,0,0,TA,14.0800,14.0800,SA,13415.0000,S,MEDITS,-1.0000,-1.0000,NA
ITA,16,SAN,GOC73,GC73,WHS8,2015,6,30,30.0000,S,1227.0000,1,3559.3000,1324.3000,657.0000,1327.0000,1,3556.6100,1325.5300,645.0000,60.0000,V,R,3,5186.0000,22.0000,186.0000,E,150.0000,2000.0000,14.0000,0,0,TA,14.0800,14.0500,SA,13415.0000,S,MEDITS,-1.0000,-1.0000,NA
ITA,16,SAN,GOC73,GC73,WHS8,2015,6,30,31.0000,S,1458.0000,1,3559.7900,1326.0900,684.0000,1558.0000,1,3602.6100,1326.7000,677.0000,60.0000,V,R,3,5556.0000,22.0000,186.0000,E,150.0000,2000.0000,14.0000,0,0,TA,14.0500,14.0800,SA,13415.0000,S,MEDITS,-1.0000,-1.0000,NA
ITA,16,SAN,GOC73,GC73,WHS8,2015,7,1,32.0000,S,326.0000,1,3606.9100,1328.6100,570.0000,426.0000,1,3607.9900,1325.4500,584.0000,60.0000,V,R,3,5371.0000,22.0000,185.0000,E,150.0000,1800.0000,14.0000,0,0,TA,14.0000,14.0900,SA,13415.0000,S,MEDITS,-1.0000,-1.0000,NA
ITA,16,SAN,GOC73,GC73,WHS8,2015,7,1,33.0000,S,542.0000,1,3605.9700,1321.7500,707.0000,642.0000,1,3606.7700,1318.1700,676.0000,60.0000,V,R,3,5556.0000,22.0000,186.0000,E,150.0000,2000.0000,14.0000,0,0,TA,14.0800,14.0800,SA,13415.0000,S,MEDITS,-1.0000,-1.0000,NA
ITA,16,SAN,GOC73,GC73,WHS8,2015,7,1,34.0000,S,757.0000,1,3606.7900,1314.7400,674.0000,857.0000,1,3608.0500,1311.4900,675.0000,60.0000,V,R,3,5278.0000,22.0000,186.0000,E,150.0000,2000.0000,14.0000,0,0,TA,14.0800,14.0800,SA,13415.0000,S,MEDITS,-1.0000,-1.0000,NA
ITA,16,SAN,GOC73,GC73,WHS8,2015,7,1,35.0000,S,1022.0000,1,3610.0800,1313.4500,694.0000,1122.0000,1,3612.4200,1311.4900,694.0000,60.0000,V,R,3,5278.0000,22.0000,186.0000,E,150.0000,2000.0000,14.0000,0,0,TA,14.0800,14.0800,SA,13415.0000,S,MEDITS,-1.0000,-1.0000,NA
ITA,16,SAN,GOC73,GC73,WHS8,2015,7,1,36.0000,S,1245.0000,1,3613.7900,1310.5500,637.0000,1330.0000,1,3615.3100,1308.8000,649.0000,45.0000,V,R,3,3889.0000,22.0000,185.0000,E,150.0000,1900.0000,14.0000,0,0,TA,14.0800,14.0800,SA,13415.0000,S,MEDITS,-1.0000,-1.0000,NA
ITA,16,SAN,GOC73,GC73,WHS8,2015,7,1,37.0000,S,1445.0000,1,3614.2200,1312.3800,590.0000,1545.0000,1,3612.3000,1314.9400,602.0000,60.0000,V,R,3,5278.0000,22.0000,185.0000,E,150.0000,1900.0000,14.0000,0,0,TA,14.1400,14.1100,SA,13415.0000,S,MEDITS,-1.0000,-1.0000,NA
ITA,16,SAN,GOC73,GC73,WHS8,2015,7,2,38.0000,S,306.0000,1,3634.6900,1445.6900,88.0000,336.0000,1,3635.7900,1446.9800,79.0000,30.0000,V,R,3,2732.0000,22.0000,167.0000,E,100.0000,550.0000,14.0000,0,0,TA,15.1600,15.3100,SA,13412.0000,S,MEDITS,-1.0000,-1.0000,NA
ITA,16,SAN,GOC73,GC73,WHS8,2015,7,2,39.0000,S,506.0000,1,3638.6000,1457.1100,35.0000,536.0000,1,3638.6000,1455.3300,40.0000,30.0000,V,R,3,2639.0000,22.0000,156.0000,E,100.0000,350.0000,14.0000,0,0,TA,18.5300,17.3600,SA,13411.0000,S,MEDITS,-1.0000,-1.0000,NA
ITA,16,SAN,GOC73,GC73,WHS8,2015,7,2,40.0000,S,658.0000,1,3640.7200,1443.8200,33.0000,728.0000,1,3641.3300,1442.1300,31.0000,30.0000,V,R,3,2732.0000,22.0000,156.0000,E,100.0000,350.0000,14.0000,0,0,TA,18.6700,18.2300,SA,13411.0000,S,MEDITS,-1.0000,-1.0000,NA
ITA,16,SAN,GOC73,GC73,WHS8,2015,7,2,41.0000,S,806.0000,1,3641.8400,1438.8300,38.0000,836.0000,1,3642.4600,1437.2800,38.0000,30.0000,V,R,3,2778.0000,22.0000,156.0000,E,100.0000,350.0000,14.0000,0,0,TA,18.2600,18.4700,SA,13411.0000,S,MEDITS,-1.0000,-1.0000,NA
ITA,16,SAN,GOC73,GC73,WHS8,2015,7,2,42.0000,S,934.0000,1,3643.6900,1437.7100,41.0000,1004.0000,1,3642.6800,1438.9000,58.0000,30.0000,V,R,3,2732.0000,22.0000,162.0000,E,100.0000,450.0000,14.0000,0,0,TA,21.7600,20.4700,SA,13411.0000,S,MEDITS,-1.0000,-1.0000,NA
ITA,16,SAN,GOC73,GC73,WHS8,2015,7,2,43.0000,S,1138.0000,1,3641.1800,1436.9000,57.0000,1208.0000,1,3640.5900,1435.4300,72.0000,30.0000,V,R,3,2639.0000,22.0000,162.0000,E,100.0000,450.0000,14.0000,0,0,TA,17.4200,15.8900,SA,13412.0000,S,MEDITS,-1.0000,-1.0000,NA
ITA,16,SAN,GOC73,GC73,WHS8,2015,7,2,44.0000,S,1334.0000,1,3639.9700,1424.3600,152.0000,1404.0000,1,3640.8400,1422.8700,162.0000,30.0000,V,R,3,2732.0000,22.0000,177.0000,E,100.0000,850.0000,14.0000,0,0,TA,15.1200,15.0900,SA,13413.0000,S,MEDITS,-1.0000,-1.0000,NA
ITA,16,SAN,GOC73,GC73,WHS8,2015,7,3,45.0000,S,311.0000,1,3651.1900,1415.0100,149.0000,341.0000,1,3651.7600,1413.3500,185.0000,30.0000,V,R,3,2639.0000,22.0000,177.0000,E,100.0000,850.0000,14.0000,0,0,TA,15.1300,15.1300,SA,13413.0000,S,MEDITS,-1.0000,-1.0000,NA
ITA,16,SAN,GOC73,GC73,WHS8,2015,7,3,46.0000,S,455.0000,1,3657.5200,1409.3600,85.0000,525.0000,1,3658.1500,1407.8300,77.0000,30.0000,V,R,3,2732.0000,22.0000,167.0000,E,100.0000,550.0000,14.0000,0,0,TA,15.2500,15.3100,SA,13412.0000,S,MEDITS,-1.0000,-1.0000,NA
ITA,16,SAN,GOC73,GC73,WHS8,2015,7,3,47.0000,S,616.0000,1,3701.5400,1407.6900,45.0000,646.0000,1,3702.6200,1406.4000,18.0000,30.0000,V,R,3,2685.0000,22.0000,152.0000,E,100.0000,300.0000,14.0000,0,0,TA,19.2700,19.2100,SA,13411.0000,S,MEDITS,-1.0000,-1.0000,NA
ITA,16,SAN,GOC73,GC73,WHS8,2015,7,3,48.0000,S,830.0000,1,3700.1800,1352.6700,70.0000,901.0000,1,3659.5900,1350.7300,93.0000,31.0000,V,R,3,2679.0000,22.0000,167.0000,E,100.0000,550.0000,14.0000,0,0,TA,15.4300,15.2800,SA,13412.0000,S,MEDITS,-1.0000,-1.0000,NA
ITA,16,SAN,GOC73,GC73,WHS8,2015,7,3,49.0000,S,1155.0000,1,3653.0500,1354.4400,574.0000,1255.0000,1,3654.3700,1351.1500,555.0000,60.0000,V,R,3,5371.0000,22.0000,185.0000,E,150.0000,1800.0000,14.0000,0,0,TA,14.2300,14.2600,SA,13415.0000,S,MEDITS,-1.0000,-1.0000,NA
ITA,16,SAN,GOC73,GC73,WHS8,2015,7,4,50.0000,S,315.0000,1,3640.1400,1341.2200,349.0000,415.0000,1,3642.3300,1338.8400,398.0000,60.0000,V,R,3,5371.0000,22.0000,184.0000,E,150.0000,1400.0000,14.0000,0,0,TA,14.7000,14.4800,SA,13414.0000,S,MEDITS,-1.0000,-1.0000,NA
ITA,16,SAN,GOC73,GC73,WHS8,2015,7,4,51.0000,S,615.0000,1,3643.9900,1347.7200,782.0000,715.0000,1,3643.0300,1350.0000,800.0000,60.0000,V,R,3,5278.0000,22.0000,186.0000,E,150.0000,2100.0000,14.0000,0,0,TA,14.1400,14.1400,SA,13415.0000,S,MEDITS,-1.0000,-1.0000,NA
ITA,16,SAN,GOC73,GC73,WHS8,2015,7,4,52.0000,S,904.0000,1,3644.8900,1347.2500,783.0000,1004.0000,1,3646.7200,1344.6800,779.0000,60.0000,V,R,3,5186.0000,22.0000,186.0000,E,150.0000,2100.0000,14.0000,0,0,TA,14.1400,14.1400,SA,13415.0000,S,MEDITS,-1.0000,-1.0000,NA
ITA,16,SAN,GOC73,GC73,WHS8,2015,7,4,53.0000,S,1155.0000,1,3648.3500,1350.5600,759.0000,1255.0000,1,3649.4200,1353.8400,745.0000,60.0000,V,R,3,5186.0000,22.0000,186.0000,E,150.0000,2100.0000,14.0000,0,0,TA,14.1700,14.1700,SA,13415.0000,S,MEDITS,-1.0000,-1.0000,NA
ITA,16,SAN,GOC73,GC73,WHS8,2015,7,4,54.0000,S,1458.0000,1,3651.2400,1357.3400,664.0000,1558.0000,1,3652.2200,1354.0400,612.0000,60.0000,V,R,3,5278.0000,22.0000,186.0000,E,150.0000,2000.0000,14.0000,0,0,TA,14.2000,14.2000,SA,13415.0000,S,MEDITS,-1.0000,-1.0000,NA
ITA,16,SAN,GOC73,GC73,WHS8,2015,7,5,55.0000,S,335.0000,1,3653.8100,1351.2200,575.0000,435.0000,1,3651.9700,1353.8600,625.0000,60.0000,V,R,3,5278.0000,22.0000,185.0000,E,150.0000,1900.0000,14.0000,0,0,TA,14.2300,14.2300,SA,13415.0000,S,MEDITS,-1.0000,-1.0000,NA
ITA,16,SAN,GOC73,GC73,WHS8,2015,7,5,57.0000,S,740.0000,1,3653.2900,1345.8300,675.0000,840.0000,1,3653.9600,1343.0100,682.0000,60.0000,V,R,3,5186.0000,22.0000,186.0000,E,150.0000,2050.0000,14.0000,0,0,TA,14.2000,14.1700,SA,13415.0000,S,MEDITS,-1.0000,-1.0000,NA
ITA,16,SAN,GOC73,GC73,WHS8,2015,7,5,58.0000,S,1007.0000,1,3653.6400,1343.3000,686.0000,1055.0000,1,3653.2000,1346.2000,680.0000,48.0000,V,R,3,4371.0000,22.0000,186.0000,E,150.0000,2050.0000,14.0000,0,0,TA,14.1700,14.1700,SA,13415.0000,S,MEDITS,-1.0000,-1.0000,NA
ITA,16,SAN,GOC73,GC73,WHS8,2015,7,6,59.0000,S,311.0000,1,3731.4700,1215.7400,65.0000,341.0000,1,3732.0700,1217.4700,65.0000,30.0000,V,R,3,2778.0000,22.0000,162.0000,E,150.0000,450.0000,14.0000,0,0,TA,14.7600,14.7000,SA,13412.0000,S,MEDITS,-1.0000,-1.0000,NA
ITA,16,SAN,GOC73,GC73,WHS8,2015,7,6,60.0000,S,425.0000,1,3732.5800,1218.9000,69.0000,455.0000,1,3733.8400,1217.8900,66.0000,30.0000,V,R,3,2685.0000,22.0000,162.0000,E,100.0000,450.0000,14.0000,0,0,TA,14.7000,14.6700,SA,13412.0000,S,MEDITS,-1.0000,-1.0000,NA
ITA,16,SAN,GOC73,GC73,WHS8,2015,7,6,61.0000,S,533.0000,1,3733.4900,1218.7600,70.0000,603.0000,1,3733.7900,1220.5500,75.0000,30.0000,V,R,3,2685.0000,22.0000,167.0000,E,150.0000,550.0000,14.0000,0,0,TA,14.7000,14.7300,SA,13412.0000,S,MEDITS,-1.0000,-1.0000,NA
ITA,16,SAN,GOC73,GC73,WHS8,2015,7,8,62.0000,S,640.0000,1,3741.3100,1222.4600,128.0000,710.0000,1,3742.5600,1221.5100,138.0000,30.0000,V,R,3,2778.0000,22.0000,169.0000,E,100.0000,600.0000,14.0000,0,0,TA,14.8500,14.8800,SA,13413.0000,S,MEDITS,-1.0000,-1.0000,NA
ITA,16,SAN,GOC73,GC73,WHS8,2015,7,8,63.0000,S,840.0000,1,3742.4000,1211.3100,202.0000,940.0000,1,3740.8800,1208.0500,218.0000,60.0000,V,R,3,5649.0000,22.0000,178.0000,E,150.0000,900.0000,14.0000,0,0,TA,14.8200,14.7900,SA,13414.0000,S,MEDITS,-1.0000,-1.0000,NA
ITA,16,SAN,GOC73,GC73,WHS8,2015,7,8,64.0000,S,1245.0000,1,3749.3100,1155.9900,600.0000,1325.0000,1,3748.3200,1158.2200,500.0000,40.0000,V,R,3,3704.0000,22.0000,185.0000,E,150.0000,1800.0000,14.0000,0,0,TA,13.9600,13.9900,SA,13415.0000,S,MEDITS,-1.0000,-1.0000,NA
ITA,16,SAN,GOC73,GC73,WHS8,2015,7,8,65.0000,S,1527.0000,1,3741.6300,1207.0800,244.0000,1619.0000,1,3741.7700,1210.3500,200.0000,52.0000,V,R,3,4735.0000,22.0000,178.0000,E,150.0000,900.0000,14.0000,0,0,TA,14.8200,14.8200,SA,13414.0000,S,MEDITS,-1.0000,-1.0000,NA
ITA,16,SAN,GOC73,GC73,WHS8,2015,7,9,66.0000,S,330.0000,1,3754.8300,1139.5400,447.0000,426.0000,1,3752.2900,1138.6100,391.0000,56.0000,V,R,3,5186.0000,22.0000,184.0000,E,150.0000,1500.0000,14.0000,0,0,TA,14.5400,14.7300,SA,13414.0000,S,MEDITS,-1.0000,-1.0000,NA
ITA,16,SAN,GOC73,GC73,WHS8,2015,7,9,67.0000,S,553.0000,1,3747.2200,1142.7000,383.0000,653.0000,1,3744.9700,1145.3200,390.0000,60.0000,V,R,3,5556.0000,22.0000,184.0000,E,150.0000,1400.0000,14.0000,0,0,TA,14.7300,14.5800,SA,13414.0000,S,MEDITS,-1.0000,-1.0000,NA
ITA,16,SAN,GOC73,GC73,WHS8,2015,7,9,68.0000,S,853.0000,1,3742.6800,1141.8600,461.0000,953.0000,1,3744.3400,1138.9000,450.0000,60.0000,V,R,3,5278.0000,22.0000,184.0000,E,150.0000,1500.0000,14.0000,0,0,TA,14.5400,14.5100,SA,13414.0000,S,MEDITS,-1.0000,-1.0000,NA
ITA,16,SAN,GOC73,GC73,WHS8,2015,7,9,69.0000,S,1210.0000,1,3739.8800,1154.5100,98.0000,1240.0000,1,3739.4000,1156.2800,100.0000,30.0000,V,R,3,2778.0000,22.0000,167.0000,E,100.0000,550.0000,14.0000,0,0,TA,14.8500,14.7300,SA,13412.0000,S,MEDITS,-1.0000,-1.0000,NA
ITA,16,SAN,GOC73,GC73,WHS8,2015,7,9,70.0000,S,1424.0000,1,3729.5900,1200.2200,98.0000,1451.0000,1,3728.6800,1158.9500,97.0000,27.0000,V,R,3,2542.0000,22.0000,167.0000,E,100.0000,550.0000,14.0000,0,0,TA,14.7600,14.7600,SA,13412.0000,S,MEDITS,-1.0000,-1.0000,NA
ITA,16,SAN,GOC73,GC73,WHS8,2015,7,10,71.0000,S,319.0000,1,3728.0500,1232.8000,160.0000,349.0000,1,3722.4000,1232.5800,155.0000,30.0000,V,R,3,2732.0000,22.0000,173.0000,E,100.0000,700.0000,14.0000,0,0,TA,15.1200,15.1200,SA,13413.0000,S,MEDITS,-1.0000,-1.0000,NA
ITA,16,SAN,GOC73,GC73,WHS8,2015,7,10,72.0000,S,446.0000,1,3723.5500,1230.4300,144.0000,516.0000,1,3724.8600,1230.1600,150.0000,30.0000,V,R,3,2732.0000,22.0000,173.0000,E,100.0000,700.0000,14.0000,0,0,TA,15.1200,15.1200,SA,13413.0000,S,MEDITS,-1.0000,-1.0000,NA
ITA,16,SAN,GOC73,GC73,WHS8,2015,7,10,73.0000,S,605.0000,1,3725.1600,1228.7300,138.0000,635.0000,1,3725.0600,1226.9200,122.0000,30.0000,V,R,3,2685.0000,22.0000,173.0000,E,100.0000,700.0000,14.0000,0,0,TA,15.1200,15.1200,SA,13413.0000,S,MEDITS,-1.0000,-1.0000,NA
ITA,16,SAN,GOC73,GC73,WHS8,2015,7,10,74.0000,S,732.0000,1,3725.8000,1225.8000,116.0000,802.0000,1,3725.0000,1224.2400,102.0000,30.0000,V,R,3,2732.0000,22.0000,169.0000,E,100.0000,600.0000,14.0000,0,0,TA,15.0600,15.0000,SA,13413.0000,S,MEDITS,-1.0000,-1.0000,NA
ITA,16,SAN,GOC73,GC73,WHS8,2015,7,10,75.0000,S,932.0000,1,3723.7200,1219.1000,70.0000,1002.0000,1,3722.3300,1218.6300,74.0000,30.0000,V,R,3,2732.0000,22.0000,162.0000,E,100.0000,450.0000,14.0000,0,0,TA,14.7600,14.7600,SA,13412.0000,S,MEDITS,-1.0000,-1.0000,NA
ITA,16,SAN,GOC73,GC73,WHS8,2015,7,10,76.0000,S,1106.0000,1,3722.4600,1218.1800,72.0000,1136.0000,1,3721.9900,1217.8700,73.0000,30.0000,V,R,3,2778.0000,22.0000,162.0000,E,100.0000,450.0000,14.0000,0,0,TA,14.7900,14.9100,SA,13412.0000,S,MEDITS,-1.0000,-1.0000,NA
ITA,16,SAN,GOC73,GC73,WHS8,2015,7,10,77.0000,S,1248.0000,1,3721.8700,1212.6000,68.0000,1318.0000,1,3722.8000,1211.1600,66.0000,30.0000,V,R,3,2732.0000,22.0000,162.0000,E,100.0000,450.0000,14.0000,0,0,TA,14.8500,14.8500,SA,13412.0000,S,MEDITS,-1.0000,-1.0000,NA
ITA,16,SAN,GOC73,GC73,WHS8,2015,7,11,78.0000,S,518.0000,1,3736.1700,1140.2300,407.0000,617.0000,1,3738.9800,1141.2000,384.0000,59.0000,V,R,3,5372.0000,22.0000,184.0000,E,150.0000,1400.0000,14.0000,0,0,TA,14.5700,14.6000,SA,13414.0000,S,MEDITS,-1.0000,-1.0000,NA
ITA,16,SAN,GOC73,GC73,WHS8,2015,7,11,79.0000,S,737.0000,1,3736.5800,1143.7100,418.0000,830.0000,1,3738.9600,1142.6000,394.0000,53.0000,V,R,3,4744.0000,22.0000,184.0000,E,150.0000,1400.0000,14.0000,0,0,TA,14.6000,14.5400,SA,13414.0000,S,MEDITS,-1.0000,-1.0000,NA
ITA,16,SAN,GOC73,GC73,WHS8,2015,7,11,80.0000,S,942.0000,1,3738.6600,1140.7500,391.0000,1039.0000,1,3740.6800,1138.3500,450.0000,57.0000,V,R,3,5278.0000,22.0000,184.0000,E,150.0000,1400.0000,14.0000,0,0,TA,14.6300,14.5700,SA,13414.0000,S,MEDITS,-1.0000,-1.0000,NA
ITA,16,SAN,GOC73,GC73,WHS8,2015,7,11,81.0000,S,1157.0000,1,3741.8200,1137.3900,434.0000,1257.0000,1,3744.1400,1135.1700,500.0000,60.0000,V,R,3,5463.0000,22.0000,184.0000,E,150.0000,1500.0000,14.0000,0,0,TA,14.5400,14.5100,SA,13414.0000,S,MEDITS,-1.0000,-1.0000,NA
ITA,16,SAN,GOC73,GC73,WHS8,2015,7,11,82.0000,S,1430.0000,1,3746.4300,1133.4800,610.0000,1530.0000,1,3747.9600,1130.9100,636.0000,60.0000,V,R,3,5463.0000,22.0000,185.0000,E,150.0000,1900.0000,14.0000,0,0,TA,14.1700,14.1700,SA,13415.0000,S,MEDITS,-1.0000,-1.0000,NA
ITA,16,SAN,GOC73,GC73,WHS8,2015,7,12,83.0000,S,313.0000,1,3727.5700,1151.4400,78.0000,343.0000,1,3727.3200,1149.6700,70.0000,30.0000,V,R,3,2685.0000,22.0000,162.0000,E,100.0000,450.0000,14.0000,0,0,TA,14.9400,15.0000,SA,13412.0000,S,MEDITS,-1.0000,-1.0000,NA
